rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2341,2304.0,37.0,0.016059,149,139.0,10.0,6413,6228.0,185.0,76.8266,40.0,30.0,6.8266,2026-09-09
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,56,49.0,7.0,0.142857,23,22.0,1.0,4919,4106.0,813.0,40.5676,7.5676,3.0,30.0,2026-09-09
3,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,448,425.0,23.0,0.054118,3,3.0,0.0,89,89.0,0.0,24.8649,24.8649,0.0,0.0,2026-09-09
4,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,194,185.0,9.0,0.048649,4,4.0,0.0,19918,19550.0,368.0,23.3091,9.7297,0.0,13.5793,2026-09-09
5,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,618,597.0,21.0,0.035176,6,6.0,0.0,2,2.0,0.0,22.7027,22.7027,0.0,0.0,2026-09-09
6,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,245,231.0,14.0,0.060606,51,49.0,2.0,278,255.0,23.0,21.9838,15.1351,6.0,0.8487,2026-09-09
7,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,306,298.0,8.0,0.026846,42,39.0,3.0,9787,9729.0,58.0,19.7889,8.6486,9.0,2.1402,2026-09-09
8,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1927,1911.0,16.0,0.008373,432,432.0,0.0,6764,6735.0,29.0,18.3674,17.2973,0.0,1.0701,2026-09-09
9,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,27,21.0,6.0,39,39.0,0.0,18.0,0.0,18.0,0.0,2026-09-09
10,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,197,193.0,4.0,0.020725,118,114.0,4.0,4984,4952.0,32.0,17.5051,4.3243,12.0,1.1808,2026-09-09
