rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,201,161.0,40.0,0.248447,36,18.0,18.0,195,82.0,113.0,62.0323,31.3725,30.0,0.6598,2026-06-17
2,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,156,124.0,32.0,0.258065,4,4.0,0.0,16700,11562.0,5138.0,55.098,25.098,0.0,30.0,2026-06-17
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,535,484.0,51.0,0.105372,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-06-17
4,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2253,2219.0,34.0,0.015322,137,133.0,4.0,5939,5846.0,93.0,33.8763,26.6667,6.6667,0.543,2026-06-17
5,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,319,315.0,4.0,0.012698,766,755.0,11.0,1670,1662.0,8.0,21.5173,3.1373,18.3333,0.0467,2026-06-17
6,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,117,96.0,21.0,0.21875,1,1.0,0.0,14712,14339.0,373.0,18.6485,16.4706,0.0,2.1779,2026-06-17
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1871,1854.0,17.0,0.009169,428,426.0,2.0,6684,6670.0,14.0,16.7484,13.3333,3.3333,0.0817,2026-06-17
8,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,663,648.0,15.0,0.023148,33,33.0,0.0,1731,1685.0,46.0,12.0333,11.7647,0.0,0.2686,2026-06-17
9,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,104,89.0,15.0,0.168539,13,13.0,0.0,100,113.0,0.0,11.7647,11.7647,0.0,0.0,2026-06-17
10,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,205,191.0,14.0,0.073298,61,61.0,0.0,1546,1470.0,76.0,11.4241,10.9804,0.0,0.4438,2026-06-17
11,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,126,118.0,8.0,0.067797,139,137.0,2.0,775,726.0,49.0,9.8939,6.2745,3.3333,0.2861,2026-06-17
12,teamdigitale,Team Digitale,https://github.com/teamdigitale,Organization,PA,"Rome, Italy",True,146,142.0,4.0,0.028169,154,150.0,4.0,333,328.0,5.0,9.8331,3.1373,6.6667,0.0292,2026-06-17
13,sapienzastudentsnetwork,Sapienza Students Network,https://github.com/sapienzastudentsnetwork,Organization,N/D,Italy,False,317,307.0,10.0,0.032573,30,30.0,0.0,387,377.0,10.0,7.9015,7.8431,0.0,0.0584,2026-06-17
14,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,801,791.0,10.0,0.012642,5,5.0,0.0,20,19.0,1.0,7.849,7.8431,0.0,0.0058,2026-06-17
15,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,61,56.0,5.0,0.089286,19,17.0,2.0,207,199.0,8.0,7.3016,3.9216,3.3333,0.0467,2026-06-17
16,noi-techpark,NOI Techpark - Südtirol / Alto Adige,https://github.com/noi-techpark,Organization,N/D,"Italy, South Tyrol, 39100 Bolzano/Bozen, Volta street 13/A",False,67,65.0,2.0,0.030769,257,254.0,3.0,208,206.0,2.0,6.5803,1.5686,5.0,0.0117,2026-06-17
17,polito,Politecnico di Torino,https://github.com/polito,Organization,N/D,Italy,False,234,228.0,6.0,0.026316,9,8.0,1.0,221,219.0,2.0,6.3842,4.7059,1.6667,0.0117,2026-06-17
18,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,406,398.0,8.0,0.020101,3,3.0,0.0,82,82.0,0.0,6.2745,6.2745,0.0,0.0,2026-06-17
19,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,92,87.0,5.0,0.057471,63,62.0,1.0,3054,3022.0,32.0,5.7751,3.9216,1.6667,0.1868,2026-06-17
20,usbarmory,USB armory,https://github.com/usbarmory,Organization,N/D,Italy,False,188,181.0,7.0,0.038674,37,37.0,0.0,4997,4951.0,46.0,5.7588,5.4902,0.0,0.2686,2026-06-17
21,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,121,114.0,7.0,0.061404,33,33.0,0.0,41,36.0,5.0,5.5194,5.4902,0.0,0.0292,2026-06-17
22,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,425,418.0,7.0,0.016746,36,41.0,0.0,1605,1615.0,0.0,5.4902,5.4902,0.0,0.0,2026-06-17
23,clastix,Clastix Labs,https://github.com/clastix,Organization,N/D,Italy,False,138,136.0,2.0,0.014706,52,50.0,2.0,2364,2345.0,19.0,5.0129,1.5686,3.3333,0.1109,2026-06-17
24,agentvoiceresponse,Agent Voice Response,https://github.com/agentvoiceresponse,Organization,N/D,Italy,False,205,201.0,4.0,0.0199,44,43.0,1.0,193,188.0,5.0,4.8331,3.1373,1.6667,0.0292,2026-06-17
25,italia-opensource,Italia Open-Source,https://github.com/italia-opensource,Organization,N/D,Italy,False,106,100.0,6.0,0.06,4,4.0,0.0,346,345.0,1.0,4.7117,4.7059,0.0,0.0058,2026-06-17
26,neuron-core,Neuron,https://github.com/neuron-core,Organization,N/D,Italy,False,81,78.0,3.0,0.038462,17,16.0,1.0,2286,2243.0,43.0,4.2707,2.3529,1.6667,0.2511,2026-06-17
27,INGV,Istituto Nazionale di Geofisica e Vulcanologia,https://github.com/INGV,Organization,N/D,"Via di Vigna Murata 605 - 00143, Rome, Italy",False,69,68.0,1.0,0.014706,76,74.0,2.0,141,141.0,0.0,4.1176,0.7843,3.3333,0.0,2026-06-17
28,NethServer,NethServer,https://github.com/NethServer,Organization,N/D,Italy,False,140,137.0,3.0,0.021898,299,298.0,1.0,660,650.0,10.0,4.078,2.3529,1.6667,0.0584,2026-06-17
29,volumio,Volumio Srl,https://github.com/volumio,User,N/D,Firenze - Italia,False,1061,1058.0,3.0,0.002836,135,134.0,1.0,2377,2370.0,7.0,4.0605,2.3529,1.6667,0.0409,2026-06-17
30,polito-webapp1,Web Applications I / Applicazioni Web I,https://github.com/polito-webapp1,Organization,N/D,Italy,False,169,164.0,5.0,0.030488,13,13.0,0.0,83,83.0,0.0,3.9216,3.9216,0.0,0.0,2026-06-17
31,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,185,183.0,2.0,0.010929,112,111.0,1.0,4910,4865.0,45.0,3.498,1.5686,1.6667,0.2627,2026-06-17
32,KatharaFramework,Kathará,https://github.com/KatharaFramework,Organization,N/D,Italy,False,96,94.0,2.0,0.021277,15,14.0,1.0,931,911.0,20.0,3.3521,1.5686,1.6667,0.1168,2026-06-17
33,sisinflab,Information Systems Lab @ Polytechnic University of Bari,https://github.com/sisinflab,Organization,N/D,"Bari, Italy",False,44,44.0,0.0,0.0,143,141.0,2.0,1078,1078.0,0.0,3.3333,0.0,3.3333,0.0,2026-06-17
34,geosolutions-it,GeoSolutions,https://github.com/geosolutions-it,Organization,N/D,Italy & US,False,221,219.0,2.0,0.009132,155,154.0,1.0,1783,1776.0,7.0,3.2762,1.5686,1.6667,0.0409,2026-06-17
35,meetecho,Meetecho,https://github.com/meetecho,Organization,N/D,"Napoli, Italy",False,159,158.0,1.0,0.006329,18,17.0,1.0,9771,9746.0,25.0,2.597,0.7843,1.6667,0.146,2026-06-17
36,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,327,324.0,3.0,0.009259,147,147.0,0.0,2700,2685.0,15.0,2.4405,2.3529,0.0,0.0876,2026-06-17
37,SapienzaNLP,Sapienza NLP group,https://github.com/SapienzaNLP,Organization,N/D,"Rome, Italy",False,133,130.0,3.0,0.023077,84,84.0,0.0,1464,1455.0,9.0,2.4055,2.3529,0.0,0.0525,2026-06-17
