rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2353,2317.0,36.0,0.015537,151,140.0,11.0,6451,6304.0,147.0,75.069,40.0,30.0,5.069,2026-09-18
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,60,51.0,9.0,0.176471,24,23.0,1.0,5043,4173.0,870.0,42.7273,10.0,2.7273,30.0,2026-09-18
3,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,862,827.0,35.0,0.042322,5,5.0,0.0,20,20.0,0.0,38.8889,38.8889,0.0,0.0,2026-09-18
4,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,626,600.0,26.0,0.043333,6,6.0,0.0,2,2.0,0.0,28.8889,28.8889,0.0,0.0,2026-09-18
5,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,44,43.0,1.0,0.023256,32,22.0,10.0,42,39.0,3.0,28.4873,1.1111,27.2727,0.1034,2026-09-18
6,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,454,432.0,22.0,0.050926,3,3.0,0.0,92,87.0,5.0,24.6169,24.4444,0.0,0.1724,2026-09-18
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1930,1912.0,18.0,0.009414,433,432.0,1.0,6771,6737.0,34.0,23.8997,20.0,2.7273,1.1724,2026-09-18
8,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,194,187.0,7.0,0.037433,4,4.0,0.0,20012,19690.0,322.0,18.8812,7.7778,0.0,11.1034,2026-09-18
9,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,135,131.0,4.0,0.030534,41,36.0,5.0,73,57.0,16.0,18.6325,4.4444,13.6364,0.5517,2026-09-18
10,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,717,703.0,14.0,0.019915,34,34.0,0.0,1932,1868.0,64.0,17.7625,15.5556,0.0,2.2069,2026-09-18
11,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,305,301.0,4.0,0.013289,43,39.0,4.0,9810,9750.0,60.0,17.4225,4.4444,10.9091,2.069,2026-09-18
12,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,233,221.0,12.0,0.054299,77,77.0,0.0,1837,1723.0,114.0,17.2644,13.3333,0.0,3.931,2026-09-18
13,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,47.0,0.0,0.0,106,100.0,6.0,281,278.0,3.0,16.4671,0.0,16.3636,0.1034,2026-09-18
14,NON-OS,NØNOS,https://github.com/NON-OS,Organization,N/D,Italy,False,42,42.0,0.0,0.0,23,17.0,6.0,105,104.0,1.0,16.3981,0.0,16.3636,0.0345,2026-09-18
15,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,329,325.0,4.0,0.012308,781,777.0,4.0,1713,1702.0,11.0,15.7328,4.4444,10.9091,0.3793,2026-09-18
16,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,80,76.0,4.0,0.052632,28,24.0,4.0,224,219.0,5.0,15.5259,4.4444,10.9091,0.1724,2026-09-18
17,mosaico-labs,mosaico,https://github.com/mosaico-labs,Organization,N/D,Italy,False,82,73.0,9.0,0.123288,8,9.0,0.0,1243,1119.0,124.0,14.2759,10.0,0.0,4.2759,2026-09-18
18,polimi-ispl,Image and Sound Processing Lab,https://github.com/polimi-ispl,Organization,N/D,"Milan, Italy",False,97,97.0,0.0,0.0,76,71.0,5.0,919,906.0,13.0,14.0846,0.0,13.6364,0.4483,2026-09-18
19,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,199,195.0,4.0,0.020513,118,115.0,3.0,4992,4957.0,35.0,13.8332,4.4444,8.1818,1.2069,2026-09-18
20,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,64,58.0,6.0,0.103448,1,1.0,0.0,1598,1422.0,176.0,12.7356,6.6667,0.0,6.069,2026-09-18
21,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,83,75.0,8.0,0.106667,3,3.0,0.0,2898,2793.0,105.0,12.5096,8.8889,0.0,3.6207,2026-09-18
22,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,96,93.0,3.0,0.032258,23,22.0,1.0,5839,5671.0,168.0,11.8537,3.3333,2.7273,5.7931,2026-09-18
23,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,247,240.0,7.0,0.029167,51,50.0,1.0,284,271.0,13.0,10.9533,7.7778,2.7273,0.4483,2026-09-18
24,cyberpandino,Cyberpandino,https://github.com/cyberpandino,Organization,N/D,Italy,False,182,173.0,9.0,0.052023,1,1.0,0.0,550,536.0,14.0,10.4828,10.0,0.0,0.4828,2026-09-18
25,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,120,113.0,7.0,0.061947,67,67.0,0.0,3198,3175.0,23.0,8.5709,7.7778,0.0,0.7931,2026-09-18
26,eml-eda,"Efficient ML @ EDA Group, Politecnico di Torino",https://github.com/eml-eda,Organization,N/D,Italy,False,40,40.0,0.0,0.0,60,57.0,3.0,267,262.0,5.0,8.3542,0.0,8.1818,0.1724,2026-09-18
27,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,51,51.0,0.0,0.0,126,123.0,3.0,412,409.0,3.0,8.2853,0.0,8.1818,0.1034,2026-09-18
28,usbarmory,USB armory,https://github.com/usbarmory,Organization,N/D,Italy,False,197,191.0,6.0,0.031414,36,37.0,0.0,5089,5051.0,38.0,7.977,6.6667,0.0,1.3103,2026-09-18
29,agentvoiceresponse,Agent Voice Response,https://github.com/agentvoiceresponse,Organization,N/D,Italy,False,227,220.0,7.0,0.031818,44,44.0,0.0,201,199.0,2.0,7.8467,7.7778,0.0,0.069,2026-09-18
30,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,309,302.0,7.0,0.023179,3,3.0,0.0,2950,2953.0,0.0,7.7778,7.7778,0.0,0.0,2026-09-18
31,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,139,133.0,6.0,0.045113,141,141.0,0.0,821,797.0,24.0,7.4943,6.6667,0.0,0.8276,2026-09-18
32,UNICT-DMI,UNICT Devs,https://github.com/UNICT-DMI,Organization,N/D,Italy,False,108,102.0,6.0,0.058824,52,52.0,0.0,319,319.0,0.0,6.6667,6.6667,0.0,0.0,2026-09-18
33,CMCC-Foundation,CMCC Foundation,https://github.com/CMCC-Foundation,Organization,N/D,"Lecce, Italy",False,59,58.0,1.0,0.017241,62,60.0,2.0,29,29.0,0.0,6.5657,1.1111,5.4545,0.0,2026-09-18
