rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,113,96.0,17.0,0.177083,1,1.0,0.0,14569,14339.0,230.0,62.2459,37.7778,0.0,24.4681,2026-06-03
2,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,170,161.0,9.0,0.055901,35,18.0,17.0,143,82.0,61.0,56.4894,20.0,30.0,6.4894,2026-06-03
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,502,484.0,18.0,0.03719,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-06-03
4,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2233,2219.0,14.0,0.006309,136,133.0,3.0,5877,5846.0,31.0,39.7031,31.1111,5.2941,3.2979,2026-06-03
5,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,128,124.0,4.0,0.032258,4,4.0,0.0,11844,11562.0,282.0,38.8889,8.8889,0.0,30.0,2026-06-03
6,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,202,191.0,11.0,0.057592,61,61.0,0.0,1524,1470.0,54.0,30.1891,24.4444,0.0,5.7447,2026-06-03
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1866,1854.0,12.0,0.006472,427,426.0,1.0,6680,6670.0,10.0,29.4952,26.6667,1.7647,1.0638,2026-06-03
8,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,101,89.0,12.0,0.134831,13,13.0,0.0,98,113.0,0.0,26.6667,26.6667,0.0,0.0,2026-06-03
9,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,122,118.0,4.0,0.033898,138,137.0,1.0,747,726.0,21.0,12.8876,8.8889,1.7647,2.234,2026-06-03
10,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,653,648.0,5.0,0.007716,33,33.0,0.0,1692,1685.0,7.0,11.8558,11.1111,0.0,0.7447,2026-06-03
11,italia-opensource,Italia Open-Source,https://github.com/italia-opensource,Organization,N/D,Italy,False,105,100.0,5.0,0.05,4,4.0,0.0,346,345.0,1.0,11.2175,11.1111,0.0,0.1064,2026-06-03
12,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,422,418.0,4.0,0.009569,41,41.0,0.0,1627,1615.0,12.0,10.1655,8.8889,0.0,1.2766,2026-06-03
13,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,118,114.0,4.0,0.035088,33,33.0,0.0,39,36.0,3.0,9.208,8.8889,0.0,0.3191,2026-06-03
14,volumio,Volumio Srl,https://github.com/volumio,User,N/D,Firenze - Italia,False,1061,1058.0,3.0,0.002836,135,134.0,1.0,2374,2370.0,4.0,8.8569,6.6667,1.7647,0.4255,2026-06-03
15,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,59,56.0,3.0,0.053571,18,17.0,1.0,202,199.0,3.0,8.7505,6.6667,1.7647,0.3191,2026-06-03
16,agentvoiceresponse,Agent Voice Response,https://github.com/agentvoiceresponse,Organization,N/D,Italy,False,204,201.0,3.0,0.014925,44,43.0,1.0,189,188.0,1.0,8.5378,6.6667,1.7647,0.1064,2026-06-03
17,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,316,315.0,1.0,0.003175,758,755.0,3.0,1666,1662.0,4.0,7.9419,2.2222,5.2941,0.4255,2026-06-03
18,neuron-core,Neuron,https://github.com/neuron-core,Organization,N/D,Italy,False,80,78.0,2.0,0.025641,16,16.0,0.0,2268,2243.0,25.0,7.104,4.4444,0.0,2.6596,2026-06-03
19,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,401,398.0,3.0,0.007538,3,3.0,0.0,82,82.0,0.0,6.6667,6.6667,0.0,0.0,2026-06-03
20,polito-webapp1,Web Applications I / Applicazioni Web I,https://github.com/polito-webapp1,Organization,N/D,Italy,False,167,164.0,3.0,0.018293,13,13.0,0.0,83,83.0,0.0,6.6667,6.6667,0.0,0.0,2026-06-03
21,polito,Politecnico di Torino,https://github.com/polito,Organization,N/D,Italy,False,230,228.0,2.0,0.008772,9,8.0,1.0,221,219.0,2.0,6.4219,4.4444,1.7647,0.2128,2026-06-03
22,teamdigitale,Team Digitale,https://github.com/teamdigitale,Organization,PA,"Rome, Italy",True,144,142.0,2.0,0.014085,151,150.0,1.0,330,328.0,2.0,6.4219,4.4444,1.7647,0.2128,2026-06-03
23,noi-techpark,NOI Techpark - Südtirol / Alto Adige,https://github.com/noi-techpark,Organization,N/D,"Italy, South Tyrol, 39100 Bolzano/Bozen, Volta street 13/A",False,67,65.0,2.0,0.030769,255,254.0,1.0,207,206.0,1.0,6.3155,4.4444,1.7647,0.1064,2026-06-03
24,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,89,87.0,2.0,0.022989,62,62.0,0.0,3037,3022.0,15.0,6.0402,4.4444,0.0,1.5957,2026-06-03
25,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,326,324.0,2.0,0.006173,147,147.0,0.0,2694,2685.0,9.0,5.4019,4.4444,0.0,0.9574,2026-06-03
26,Corsinvest,Corsinvest Srl,https://github.com/Corsinvest,Organization,N/D,Italy,False,116,115.0,1.0,0.008696,28,28.0,0.0,3129,3106.0,23.0,4.669,2.2222,0.0,2.4468,2026-06-03
27,sapienzastudentsnetwork,Sapienza Students Network,https://github.com/sapienzastudentsnetwork,Organization,N/D,Italy,False,309,307.0,2.0,0.006515,30,30.0,0.0,379,377.0,2.0,4.6572,4.4444,0.0,0.2128,2026-06-03
