rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,110,96.0,14.0,0.145833,1,1.0,0.0,14542,14339.0,203.0,54.6246,31.1111,0.0,23.5135,2026-06-02
2,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,169,161.0,8.0,0.049689,29,18.0,11.0,114,82.0,32.0,51.4843,17.7778,30.0,3.7066,2026-06-02
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,502,484.0,18.0,0.03719,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-06-02
4,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2231,2219.0,12.0,0.005408,136,133.0,3.0,5873,5846.0,27.0,37.9759,26.6667,8.1818,3.1274,2026-06-02
5,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,127,124.0,3.0,0.024194,4,4.0,0.0,11821,11562.0,259.0,36.6667,6.6667,0.0,30.0,2026-06-02
6,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1866,1854.0,12.0,0.006472,427,426.0,1.0,6679,6670.0,9.0,30.4364,26.6667,2.7273,1.0425,2026-06-02
7,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,201,191.0,10.0,0.052356,61,61.0,0.0,1521,1470.0,51.0,28.1296,22.2222,0.0,5.9073,2026-06-02
8,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,101,89.0,12.0,0.134831,13,13.0,0.0,98,113.0,0.0,26.6667,26.6667,0.0,0.0,2026-06-02
9,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,654,648.0,6.0,0.009259,33,33.0,0.0,1692,1685.0,7.0,14.1441,13.3333,0.0,0.8108,2026-06-02
10,italia-opensource,Italia Open-Source,https://github.com/italia-opensource,Organization,N/D,Italy,False,105,100.0,5.0,0.05,4,4.0,0.0,346,345.0,1.0,11.2269,11.1111,0.0,0.1158,2026-06-02
11,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,316,315.0,1.0,0.003175,758,755.0,3.0,1666,1662.0,4.0,10.8674,2.2222,8.1818,0.4633,2026-06-02
12,volumio,Volumio Srl,https://github.com/volumio,User,N/D,Firenze - Italia,False,1061,1058.0,3.0,0.002836,135,134.0,1.0,2374,2370.0,4.0,9.8573,6.6667,2.7273,0.4633,2026-06-02
13,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,59,56.0,3.0,0.053571,18,17.0,1.0,202,199.0,3.0,9.7414,6.6667,2.7273,0.3475,2026-06-02
14,agentvoiceresponse,Agent Voice Response,https://github.com/agentvoiceresponse,Organization,N/D,Italy,False,204,201.0,3.0,0.014925,44,43.0,1.0,189,188.0,1.0,9.5098,6.6667,2.7273,0.1158,2026-06-02
15,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,421,418.0,3.0,0.007177,41,41.0,0.0,1626,1615.0,11.0,7.9408,6.6667,0.0,1.2741,2026-06-02
16,polito,Politecnico di Torino,https://github.com/polito,Organization,N/D,Italy,False,230,228.0,2.0,0.008772,9,8.0,1.0,221,219.0,2.0,7.4034,4.4444,2.7273,0.2317,2026-06-02
17,teamdigitale,Team Digitale,https://github.com/teamdigitale,Organization,PA,"Rome, Italy",True,144,142.0,2.0,0.014085,151,150.0,1.0,330,328.0,2.0,7.4034,4.4444,2.7273,0.2317,2026-06-02
18,noi-techpark,NOI Techpark - Südtirol / Alto Adige,https://github.com/noi-techpark,Organization,N/D,"Italy, South Tyrol, 39100 Bolzano/Bozen, Volta street 13/A",False,67,65.0,2.0,0.030769,255,254.0,1.0,207,206.0,1.0,7.2875,4.4444,2.7273,0.1158,2026-06-02
19,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,117,114.0,3.0,0.026316,33,33.0,0.0,38,36.0,2.0,6.8983,6.6667,0.0,0.2317,2026-06-02
20,polito-webapp1,Web Applications I / Applicazioni Web I,https://github.com/polito-webapp1,Organization,N/D,Italy,False,167,164.0,3.0,0.018293,13,13.0,0.0,83,83.0,0.0,6.6667,6.6667,0.0,0.0,2026-06-02
21,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,185,183.0,2.0,0.010929,111,111.0,0.0,4879,4865.0,14.0,6.0661,4.4444,0.0,1.6216,2026-06-02
22,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,89,87.0,2.0,0.022989,62,62.0,0.0,3036,3022.0,14.0,6.0661,4.4444,0.0,1.6216,2026-06-02
23,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,326,324.0,2.0,0.006173,147,147.0,0.0,2694,2685.0,9.0,5.4869,4.4444,0.0,1.0425,2026-06-02
24,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,120,118.0,2.0,0.016949,137,137.0,0.0,732,726.0,6.0,5.1394,4.4444,0.0,0.695,2026-06-02
25,neuron-core,Neuron,https://github.com/neuron-core,Organization,N/D,Italy,False,79,78.0,1.0,0.012821,16,16.0,0.0,2265,2243.0,22.0,4.7705,2.2222,0.0,2.5483,2026-06-02
26,sapienzastudentsnetwork,Sapienza Students Network,https://github.com/sapienzastudentsnetwork,Organization,N/D,Italy,False,309,307.0,2.0,0.006515,30,30.0,0.0,379,377.0,2.0,4.6761,4.4444,0.0,0.2317,2026-06-02
27,Corsinvest,Corsinvest Srl,https://github.com/Corsinvest,Organization,N/D,Italy,False,116,115.0,1.0,0.008696,28,28.0,0.0,3127,3106.0,21.0,4.6547,2.2222,0.0,2.4324,2026-06-02
28,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,793,791.0,2.0,0.002528,5,5.0,0.0,20,19.0,1.0,4.5603,4.4444,0.0,0.1158,2026-06-02
29,cyberpandino,Cyberpandino,https://github.com/cyberpandino,Organization,N/D,Italy,False,156,154.0,2.0,0.012987,1,1.0,0.0,477,476.0,1.0,4.5603,4.4444,0.0,0.1158,2026-06-02
30,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,400,398.0,2.0,0.005025,3,3.0,0.0,82,82.0,0.0,4.4444,4.4444,0.0,0.0,2026-06-02
31,opencitations,OpenCitations,https://github.com/opencitations,Organization,N/D,"Bologna, Italy",False,105,103.0,2.0,0.019417,86,86.0,0.0,306,306.0,0.0,4.4444,4.4444,0.0,0.0,2026-06-02
32,pythonitalia,Python Italia,https://github.com/pythonitalia,Organization,N/D,Italy,False,89,87.0,2.0,0.022989,46,46.0,0.0,260,260.0,0.0,4.4444,4.4444,0.0,0.0,2026-06-02
33,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,86,86.0,0.0,0.0,19,19.0,0.0,5329,5292.0,37.0,4.2857,0.0,0.0,4.2857,2026-06-02
34,meetecho,Meetecho,https://github.com/meetecho,Organization,N/D,"Napoli, Italy",False,158,158.0,0.0,0.0,18,17.0,1.0,9757,9746.0,11.0,4.0014,0.0,2.7273,1.2741,2026-06-02
35,ami-iit,Artificial and Mechanical Intelligence ,https://github.com/ami-iit,Organization,N/D,Italy,False,254,254.0,0.0,0.0,168,168.0,0.0,604,575.0,29.0,3.3591,0.0,0.0,3.3591,2026-06-02
36,usbarmory,USB armory,https://github.com/usbarmory,Organization,N/D,Italy,False,182,181.0,1.0,0.005525,37,37.0,0.0,4959,4951.0,8.0,3.1489,2.2222,0.0,0.9266,2026-06-02
37,geosolutions-it,GeoSolutions,https://github.com/geosolutions-it,Organization,N/D,Italy & US,False,219,219.0,0.0,0.0,155,154.0,1.0,1779,1776.0,3.0,3.0748,0.0,2.7273,0.3475,2026-06-02
38,typeonce-dev,Typeonce,https://github.com/typeonce-dev,Organization,N/D,Italy,False,101,100.0,1.0,0.01,13,13.0,0.0,621,618.0,3.0,2.5697,2.2222,0.0,0.3475,2026-06-02
39,Il-Libro-Open-Source,Il Libro Open Source,https://github.com/Il-Libro-Open-Source,Organization,N/D,Italy,False,206,205.0,1.0,0.004878,4,4.0,0.0,426,425.0,1.0,2.3381,2.2222,0.0,0.1158,2026-06-02
40,NethServer,NethServer,https://github.com/NethServer,Organization,N/D,Italy,False,138,137.0,1.0,0.007299,298,298.0,0.0,651,650.0,1.0,2.3381,2.2222,0.0,0.1158,2026-06-02
41,ChibiOS,ChibiOS,https://github.com/ChibiOS,Organization,N/D,Italy,False,110,109.0,1.0,0.009174,4,4.0,0.0,1020,1019.0,1.0,2.3381,2.2222,0.0,0.1158,2026-06-02
42,RealityNet,RealityNet,https://github.com/RealityNet,Organization,N/D,Italy,False,110,109.0,1.0,0.009174,9,9.0,0.0,1764,1763.0,1.0,2.3381,2.2222,0.0,0.1158,2026-06-02
43,commercelayer,Commerce Layer,https://github.com/commercelayer,Organization,N/D,Italy,False,97,96.0,1.0,0.010417,86,86.0,0.0,668,667.0,1.0,2.3381,2.2222,0.0,0.1158,2026-06-02
44,KatharaFramework,Kathará,https://github.com/KatharaFramework,Organization,N/D,Italy,False,95,94.0,1.0,0.010638,14,14.0,0.0,912,911.0,1.0,2.3381,2.2222,0.0,0.1158,2026-06-02
45,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,275,274.0,1.0,0.00365,3,3.0,0.0,2957,2957.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
46,mia-platform,Mia-Platform,https://github.com/mia-platform,Organization,N/D,Italy,False,107,106.0,1.0,0.009434,71,71.0,0.0,331,331.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
47,ASEM-S-R-L,ASEM S.r.l,https://github.com/ASEM-S-R-L,Organization,N/D,Italy,False,103,102.0,1.0,0.009804,0,0.0,0.0,0,0.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
48,nephila,Nephila,https://github.com/nephila,Organization,N/D,"Italy, United Kingdom, Switzerland",False,95,94.0,1.0,0.010638,117,117.0,0.0,1849,1852.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
49,datocms,DatoCMS,https://github.com/datocms,Organization,N/D,Italy,False,87,86.0,1.0,0.011628,95,95.0,0.0,1302,1303.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
50,ministero-salute,Ministero della Salute,https://github.com/ministero-salute,Organization,PA,Italy,False,74,73.0,1.0,0.013699,103,103.0,0.0,434,434.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
51,UniversitaDellaCalabria,Università della Calabria,https://github.com/UniversitaDellaCalabria,Organization,N/D,"Italy, Rende",False,66,65.0,1.0,0.015385,69,69.0,0.0,250,250.0,0.0,2.2222,2.2222,0.0,0.0,2026-06-02
52,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,296,296.0,0.0,0.0,39,39.0,0.0,9609,9594.0,15.0,1.7375,0.0,0.0,1.7375,2026-06-02
53,clastix,Clastix Labs,https://github.com/clastix,Organization,N/D,Italy,False,136,136.0,0.0,0.0,50,50.0,0.0,2354,2345.0,9.0,1.0425,0.0,0.0,1.0425,2026-06-02
54,ZiggyCreatures,ZiggyCreatures,https://github.com/ZiggyCreatures,Organization,N/D,Italy,False,65,65.0,0.0,0.0,1,1.0,0.0,3763,3754.0,9.0,1.0425,0.0,0.0,1.0425,2026-06-02
55,mosaico-labs,mosaico,https://github.com/mosaico-labs,Organization,N/D,Italy,False,72,72.0,0.0,0.0,5,5.0,0.0,1065,1058.0,7.0,0.8108,0.0,0.0,0.8108,2026-06-02
56,informatici,Informatici Senza Frontiere,https://github.com/informatici,Organization,N/D,Italy,False,107,107.0,0.0,0.0,20,20.0,0.0,924,919.0,5.0,0.5792,0.0,0.0,0.5792,2026-06-02
57,polimi-ispl,Image and Sound Processing Lab,https://github.com/polimi-ispl,Organization,N/D,"Milan, Italy",False,90,90.0,0.0,0.0,69,69.0,0.0,879,875.0,4.0,0.4633,0.0,0.0,0.4633,2026-06-02
58,antares-sql,Antares SQL,https://github.com/antares-sql,Organization,N/D,Italy,False,64,64.0,0.0,0.0,5,5.0,0.0,2656,2652.0,4.0,0.4633,0.0,0.0,0.4633,2026-06-02
59,mathLab,SISSA mathLab,https://github.com/mathLab,Organization,N/D,"Via Bonomea 265, 34133 Trieste, TS, Italy",False,228,228.0,0.0,0.0,30,30.0,0.0,1757,1754.0,3.0,0.3475,0.0,0.0,0.3475,2026-06-02
60,EtheaDev,Ethea S.r.l.,https://github.com/EtheaDev,Organization,N/D,Italy,False,178,178.0,0.0,0.0,21,21.0,0.0,1933,1930.0,3.0,0.3475,0.0,0.0,0.3475,2026-06-02
61,cheshire-cat-ai,Cheshire Cat AI,https://github.com/cheshire-cat-ai,Organization,N/D,Italy,False,623,623.0,0.0,0.0,25,25.0,0.0,3377,3375.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
62,SapienzaNLP,Sapienza NLP group,https://github.com/SapienzaNLP,Organization,N/D,"Rome, Italy",False,130,130.0,0.0,0.0,84,84.0,0.0,1457,1455.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
63,openforis,Open Foris,https://github.com/openforis,Organization,N/D,"Rome, Italy",False,126,126.0,0.0,0.0,59,59.0,0.0,617,615.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
64,gem,Global Earthquake Model,https://github.com/gem,Organization,N/D,"Pavia, Italy",False,124,124.0,0.0,0.0,96,96.0,0.0,691,689.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
65,MilaNLProc,MilaNLP,https://github.com/MilaNLProc,Organization,N/D,"Milan, Italy",False,80,80.0,0.0,0.0,41,41.0,0.0,1521,1519.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
66,AIRLab-POLIMI,AIRLab@POLIMI,https://github.com/AIRLab-POLIMI,Organization,N/D,"Politecnico di Milano - Piazza Leonardo da Vinci, 32 - Milan - Italy",False,79,79.0,0.0,0.0,105,105.0,0.0,468,466.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
67,hack-gpon,hack-gpon,https://github.com/hack-gpon,Organization,N/D,Italy,False,70,70.0,0.0,0.0,8,8.0,0.0,349,347.0,2.0,0.2317,0.0,0.0,0.2317,2026-06-02
68,polito-informatica, Informatica (Politecnico di Torino),https://github.com/polito-informatica,Organization,N/D,Italy,False,156,156.0,0.0,0.0,7,7.0,0.0,90,89.0,1.0,0.1158,0.0,0.0,0.1158,2026-06-02
69,mesh-iit,MESH,https://github.com/mesh-iit,Organization,N/D,Italy,False,106,106.0,0.0,0.0,57,57.0,0.0,380,379.0,1.0,0.1158,0.0,0.0,0.1158,2026-06-02
70,unipr-org,unipr-org,https://github.com/unipr-org,Organization,N/D,Italy,False,86,86.0,0.0,0.0,35,35.0,0.0,50,49.0,1.0,0.1158,0.0,0.0,0.1158,2026-06-02
71,krateoplatformops,Krateo PlatformOps,https://github.com/krateoplatformops,Organization,N/D,Italy,False,76,76.0,0.0,0.0,213,213.0,0.0,343,342.0,1.0,0.1158,0.0,0.0,0.1158,2026-06-02
