rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,229,212.0,17.0,0.080189,49,39.0,10.0,252,220.0,32.0,47.645,16.5854,30.0,1.0596,2026-08-08
2,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,184,171.0,13.0,0.076023,4,4.0,0.0,19520,18614.0,906.0,42.6829,12.6829,0.0,30.0,2026-08-08
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,597,556.0,41.0,0.073741,6,6.0,0.0,2,1.0,1.0,40.0331,40.0,0.0,0.0331,2026-08-08
4,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,57,38.0,19.0,0.5,1,1.0,0.0,1371,947.0,424.0,32.5763,18.5366,0.0,14.0397,2026-08-08
5,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,218,208.0,10.0,0.048077,77,71.0,6.0,1703,1609.0,94.0,30.8687,9.7561,18.0,3.1126,2026-08-08
6,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2302,2275.0,27.0,0.011868,139,139.0,0.0,6225,6089.0,136.0,30.8448,26.3415,0.0,4.5033,2026-08-08
7,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,700,676.0,24.0,0.035503,34,33.0,1.0,1857,1769.0,88.0,29.3285,23.4146,3.0,2.9139,2026-08-08
8,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,49,39.0,10.0,0.25641,22,19.0,3.0,4094,3806.0,288.0,28.2925,9.7561,9.0,9.5364,2026-08-08
9,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1912,1885.0,27.0,0.014324,432,432.0,0.0,6735,6710.0,25.0,27.1693,26.3415,0.0,0.8278,2026-08-08
10,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,334,333.0,1.0,0.003003,153,147.0,6.0,2714,2705.0,9.0,19.2736,0.9756,18.0,0.298,2026-08-08
11,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,325,322.0,3.0,0.009317,775,770.0,5.0,1693,1676.0,17.0,18.4897,2.9268,15.0,0.5629,2026-08-08
12,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,111,97.0,14.0,0.14433,67,67.0,0.0,3161,3093.0,68.0,15.9102,13.6585,0.0,2.2517,2026-08-08
