rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,180,162.0,18.0,0.111111,4,4.0,0.0,19304,17807.0,1497.0,48.9474,18.9474,0.0,30.0,2026-07-30
2,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,575,537.0,38.0,0.070764,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-07-30
3,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,222,208.0,14.0,0.067308,49,39.0,10.0,248,208.0,40.0,38.6154,14.7368,23.0769,0.8016,2026-07-30
4,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,213,207.0,6.0,0.028986,76,63.0,13.0,1674,1572.0,102.0,38.3599,6.3158,30.0,2.0441,2026-07-30
5,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,696,669.0,27.0,0.040359,34,33.0,1.0,1848,1756.0,92.0,32.5724,28.4211,2.3077,1.8437,2026-07-30
6,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2294,2268.0,26.0,0.011464,139,139.0,0.0,6192,5974.0,218.0,31.7372,27.3684,0.0,4.3687,2026-07-30
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1904,1880.0,24.0,0.012766,432,430.0,2.0,6727,6698.0,29.0,30.4597,25.2632,4.6154,0.5812,2026-07-30
8,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,108,94.0,14.0,0.148936,67,63.0,4.0,3142,3068.0,74.0,25.4506,14.7368,9.2308,1.483,2026-07-30
9,boolean-it,Boolean IT,https://github.com/boolean-it,Organization,N/D,Italy,False,56,55.0,1.0,0.018182,25,17.0,8.0,1,1.0,0.0,19.5142,1.0526,18.4615,0.0,2026-07-30
10,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,334,329.0,5.0,0.015198,153,147.0,6.0,2707,2700.0,7.0,19.2496,5.2632,13.8462,0.1403,2026-07-30
11,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,50,38.0,12.0,0.315789,1,1.0,0.0,1225,947.0,278.0,18.2027,12.6316,0.0,5.5711,2026-07-30
12,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,324,321.0,3.0,0.009346,774,768.0,6.0,1687,1674.0,13.0,17.2646,3.1579,13.8462,0.2605,2026-07-30
13,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,45,39.0,6.0,0.153846,21,19.0,2.0,4010,3806.0,204.0,15.0194,6.3158,4.6154,4.0882,2026-07-30
14,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,292,278.0,14.0,0.05036,3,3.0,0.0,2953,2955.0,0.0,14.7368,14.7368,0.0,0.0,2026-07-30
15,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,72,63.0,9.0,0.142857,23,21.0,2.0,216,211.0,5.0,14.1893,9.4737,4.6154,0.1002,2026-07-30
16,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,441,428.0,13.0,0.030374,30,30.0,0.0,856,836.0,20.0,14.085,13.6842,0.0,0.4008,2026-07-30
17,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,821,808.0,13.0,0.016089,5,5.0,0.0,20,20.0,0.0,13.6842,13.6842,0.0,0.0,2026-07-30
18,cheshire-cat-ai,Cheshire Cat AI,https://github.com/cheshire-cat-ai,Organization,N/D,Italy,False,638,626.0,12.0,0.019169,23,23.0,0.0,3420,3399.0,21.0,13.0524,12.6316,0.0,0.4208,2026-07-30
19,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,73,64.0,9.0,0.140625,3,3.0,0.0,2727,2647.0,80.0,11.0769,9.4737,0.0,1.6032,2026-07-30
20,Corsinvest,Corsinvest Srl,https://github.com/Corsinvest,Organization,N/D,Italy,False,125,118.0,7.0,0.059322,29,28.0,1.0,3243,3178.0,65.0,10.9787,7.3684,2.3077,1.3026,2026-07-30
21,beelzebub-labs,Beelzebub Labs,https://github.com/beelzebub-labs,Organization,N/D,Italy,False,50,43.0,7.0,0.162791,7,6.0,1.0,2229,2180.0,49.0,10.6581,7.3684,2.3077,0.982,2026-07-30
