rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,167,161.0,6.0,0.037267,23,18.0,5.0,98,82.0,16.0,46.4939,14.1176,30.0,2.3762,2026-05-31
2,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,501,484.0,17.0,0.035124,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-05-31
3,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2226,2219.0,7.0,0.003155,136,133.0,3.0,5867,5846.0,21.0,37.5894,16.4706,18.0,3.1188,2026-05-31
4,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,126,124.0,2.0,0.016129,4,4.0,0.0,11764,11562.0,202.0,34.7059,4.7059,0.0,30.0,2026-05-31
5,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,104,96.0,8.0,0.083333,1,1.0,0.0,14437,14339.0,98.0,33.378,18.8235,0.0,14.5545,2026-05-31
6,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1864,1854.0,10.0,0.005394,427,426.0,1.0,6675,6670.0,5.0,30.272,23.5294,6.0,0.7426,2026-05-31
7,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,101,89.0,12.0,0.134831,13,13.0,0.0,96,113.0,0.0,28.2353,28.2353,0.0,0.0,2026-05-31
8,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,199,191.0,8.0,0.041885,61,61.0,0.0,1507,1470.0,37.0,24.3186,18.8235,0.0,5.495,2026-05-31
9,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,315,315.0,0.0,0.0,758,755.0,3.0,1666,1662.0,4.0,18.5941,0.0,18.0,0.5941,2026-05-31
10,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,59,56.0,3.0,0.053571,18,17.0,1.0,202,199.0,3.0,13.5044,7.0588,6.0,0.4455,2026-05-31
11,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,653,648.0,5.0,0.007716,33,33.0,0.0,1693,1685.0,8.0,12.9528,11.7647,0.0,1.1881,2026-05-31
12,italia-opensource,Italia Open-Source,https://github.com/italia-opensource,Organization,N/D,Italy,False,105,100.0,5.0,0.05,4,4.0,0.0,345,345.0,0.0,11.7647,11.7647,0.0,0.0,2026-05-31
13,agentvoiceresponse,Agent Voice Response,https://github.com/agentvoiceresponse,Organization,N/D,Italy,False,203,201.0,2.0,0.00995,44,43.0,1.0,189,188.0,1.0,10.8544,4.7059,6.0,0.1485,2026-05-31
14,noi-techpark,NOI Techpark - Südtirol / Alto Adige,https://github.com/noi-techpark,Organization,N/D,"Italy, South Tyrol, 39100 Bolzano/Bozen, Volta street 13/A",False,67,65.0,2.0,0.030769,255,254.0,1.0,207,206.0,1.0,10.8544,4.7059,6.0,0.1485,2026-05-31
15,meetecho,Meetecho,https://github.com/meetecho,Organization,N/D,"Napoli, Italy",False,158,158.0,0.0,0.0,18,17.0,1.0,9755,9746.0,9.0,7.3366,0.0,6.0,1.3366,2026-05-31
