rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2337,2297.0,40.0,0.017414,144,139.0,5.0,6380,6206.0,174.0,77.9939,40.0,30.0,7.9939,2026-09-03
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,53,47.0,6.0,0.12766,23,21.0,2.0,4716,4063.0,653.0,48.0,6.0,12.0,30.0,2026-09-03
3,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,191,180.0,11.0,0.061111,4,4.0,0.0,19858,19421.0,437.0,31.0766,11.0,0.0,20.0766,2026-09-03
4,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,133,127.0,6.0,0.047244,38,34.0,4.0,68,50.0,18.0,30.827,6.0,24.0,0.827,2026-09-03
5,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,51,52.0,0.0,0.0,126,121.0,5.0,411,409.0,2.0,30.0919,0.0,30.0,0.0919,2026-09-03
6,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,195,193.0,2.0,0.010363,117,113.0,4.0,4978,4941.0,37.0,27.6998,2.0,24.0,1.6998,2026-09-03
7,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,304,297.0,7.0,0.023569,42,39.0,3.0,9780,9722.0,58.0,27.6646,7.0,18.0,2.6646,2026-09-03
8,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,46.0,1.0,0.021739,104,100.0,4.0,280,272.0,8.0,25.3675,1.0,24.0,0.3675,2026-09-03
9,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,247,229.0,18.0,0.078603,50,49.0,1.0,274,253.0,21.0,24.9648,18.0,6.0,0.9648,2026-09-03
10,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,609,585.0,24.0,0.041026,6,6.0,0.0,2,2.0,0.0,24.0,24.0,0.0,0.0,2026-09-03
11,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,25,21.0,4.0,39,39.0,0.0,24.0,0.0,24.0,0.0,2026-09-03
12,sisinflab,Information Systems Lab @ Polytechnic University of Bari,https://github.com/sisinflab,Organization,N/D,"Bari, Italy",False,45,44.0,1.0,0.022727,148,145.0,3.0,1093,1088.0,5.0,19.2297,1.0,18.0,0.2297,2026-09-03
13,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,226,216.0,10.0,0.046296,77,76.0,1.0,1754,1696.0,58.0,18.6646,10.0,6.0,2.6646,2026-09-03
14,polimi-ispl,Image and Sound Processing Lab,https://github.com/polimi-ispl,Organization,N/D,"Milan, Italy",False,97,97.0,0.0,0.0,74,71.0,3.0,916,902.0,14.0,18.6432,0.0,18.0,0.6432,2026-09-03
15,typeonce-dev,Typeonce,https://github.com/typeonce-dev,Organization,N/D,Italy,False,103,101.0,2.0,0.019802,15,14.0,1.0,914,710.0,204.0,17.3721,2.0,6.0,9.3721,2026-09-03
16,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,95,92.0,3.0,0.032609,22,21.0,1.0,5748,5590.0,158.0,16.2588,3.0,6.0,7.2588,2026-09-03
17,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,441,425.0,16.0,0.037647,3,3.0,0.0,89,89.0,0.0,16.0,16.0,0.0,0.0,2026-09-03
18,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,711,698.0,13.0,0.018625,34,34.0,0.0,1905,1855.0,50.0,15.2971,13.0,0.0,2.2971,2026-09-03
19,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,82,73.0,9.0,0.123288,3,3.0,0.0,2861,2745.0,116.0,14.3292,9.0,0.0,5.3292,2026-09-03
20,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,326,325.0,1.0,0.003077,777,775.0,2.0,1705,1691.0,14.0,13.6432,1.0,12.0,0.6432,2026-09-03
21,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,60,56.0,4.0,0.071429,1,1.0,0.0,1518,1311.0,207.0,13.51,4.0,0.0,9.51,2026-09-03
22,sparkfabrik,SparkFabrik,https://github.com/sparkfabrik,Organization,N/D,Italy,False,53,53.0,0.0,0.0,119,117.0,2.0,664,653.0,11.0,12.5054,0.0,12.0,0.5054,2026-09-03
23,datocms,DatoCMS,https://github.com/datocms,Organization,N/D,Italy,False,86,87.0,0.0,0.0,97,95.0,2.0,1308,1305.0,3.0,12.1378,0.0,12.0,0.1378,2026-09-03
24,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,78,72.0,6.0,0.083333,24,23.0,1.0,219,216.0,3.0,12.1378,6.0,6.0,0.1378,2026-09-03
25,eml-eda,"Efficient ML @ EDA Group, Politecnico di Torino",https://github.com/eml-eda,Organization,N/D,Italy,False,40,40.0,0.0,0.0,59,57.0,2.0,263,262.0,1.0,12.0459,0.0,12.0,0.0459,2026-09-03
