rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,245,217.0,28.0,0.129032,50,43.0,7.0,275,224.0,51.0,61.8458,29.4737,30.0,2.3721,2026-08-24
2,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2324,2288.0,36.0,0.015734,142,139.0,3.0,6341,6166.0,175.0,58.8914,37.8947,12.8571,8.1395,2026-08-24
3,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,189,179.0,10.0,0.055866,4,4.0,0.0,19745,19100.0,645.0,40.5263,10.5263,0.0,30.0,2026-08-24
4,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,601,563.0,38.0,0.067496,6,6.0,0.0,2,1.0,1.0,40.0465,40.0,0.0,0.0465,2026-08-24
5,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,223,212.0,11.0,0.051887,77,72.0,5.0,1736,1665.0,71.0,36.3098,11.5789,21.4286,3.3023,2026-08-24
6,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,51,43.0,8.0,0.186047,23,21.0,2.0,4248,3901.0,347.0,33.132,8.4211,8.5714,16.1395,2026-08-24
7,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,326,323.0,3.0,0.009288,777,772.0,5.0,1702,1683.0,19.0,25.4702,3.1579,21.4286,0.8837,2026-08-24
8,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,58,50.0,8.0,0.16,1,1.0,0.0,1457,1164.0,293.0,22.049,8.4211,0.0,13.6279,2026-08-24
9,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,131,127.0,4.0,0.031496,37,33.0,4.0,57,48.0,9.0,21.772,4.2105,17.1429,0.4186,2026-08-24
10,typeonce-dev,Typeonce,https://github.com/typeonce-dev,Organization,N/D,Italy,False,102,101.0,1.0,0.009901,15,13.0,2.0,841,631.0,210.0,19.3915,1.0526,8.5714,9.7674,2026-08-24
11,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1917,1901.0,16.0,0.008417,432,432.0,0.0,6739,6727.0,12.0,17.4002,16.8421,0.0,0.5581,2026-08-24
12,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,115,104.0,11.0,0.105769,67,67.0,0.0,3184,3134.0,50.0,13.9045,11.5789,0.0,2.3256,2026-08-24
13,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,51,52.0,0.0,0.0,123,120.0,3.0,410,409.0,1.0,12.9037,0.0,12.8571,0.0465,2026-08-24
14,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,78,70.0,8.0,0.114286,24,23.0,1.0,219,215.0,4.0,12.8928,8.4211,4.2857,0.186,2026-08-24
15,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,433,421.0,12.0,0.028504,3,3.0,0.0,88,89.0,0.0,12.6316,12.6316,0.0,0.0,2026-08-24
16,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,303,297.0,6.0,0.020202,40,39.0,1.0,9755,9713.0,42.0,12.555,6.3158,4.2857,1.9535,2026-08-24
17,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,76,69.0,7.0,0.101449,3,3.0,0.0,2815,2706.0,109.0,12.4382,7.3684,0.0,5.0698,2026-08-24
18,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,704,694.0,10.0,0.014409,34,34.0,0.0,1884,1844.0,40.0,12.3868,10.5263,0.0,1.8605,2026-08-24
19,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,195,193.0,2.0,0.010363,115,113.0,2.0,4958,4931.0,27.0,11.9325,2.1053,8.5714,1.2558,2026-08-24
20,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,303,292.0,11.0,0.037671,3,3.0,0.0,2951,2953.0,0.0,11.5789,11.5789,0.0,0.0,2026-08-24
21,cyberpandino,Cyberpandino,https://github.com/cyberpandino,Organization,N/D,Italy,False,176,167.0,9.0,0.053892,1,1.0,0.0,538,504.0,34.0,11.0551,9.4737,0.0,1.5814,2026-08-24
22,unibo,University of Bologna,https://github.com/unibo,Organization,N/D,"Bologna, Italy",False,66,64.0,2.0,0.03125,8,6.0,2.0,6,6.0,0.0,10.6767,2.1053,8.5714,0.0,2026-08-24
23,beelzebub-labs,Beelzebub Labs,https://github.com/beelzebub-labs,Organization,N/D,Italy,False,54,47.0,7.0,0.148936,7,7.0,0.0,2276,2213.0,63.0,10.2987,7.3684,0.0,2.9302,2026-08-24
24,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,46.0,1.0,0.021739,101,99.0,2.0,278,272.0,6.0,9.9031,1.0526,8.5714,0.2791,2026-08-24
25,sisinflab,Information Systems Lab @ Polytechnic University of Bari,https://github.com/sisinflab,Organization,N/D,"Bari, Italy",False,45,44.0,1.0,0.022727,147,145.0,2.0,1093,1088.0,5.0,9.8566,1.0526,8.5714,0.2326,2026-08-24
26,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,94,91.0,3.0,0.032967,21,21.0,0.0,5700,5558.0,142.0,9.7625,3.1579,0.0,6.6047,2026-08-24
27,unicef-drp,Office of Strategy and Evidence Innocenti,https://github.com/unicef-drp,Organization,N/D,Italy,False,105,105.0,0.0,0.0,53,51.0,2.0,134,136.0,0.0,8.5714,0.0,8.5714,0.0,2026-08-24
28,CMCC-Foundation,CMCC Foundation,https://github.com/CMCC-Foundation,Organization,N/D,"Lecce, Italy",False,58,59.0,0.0,0.0,61,59.0,2.0,29,29.0,0.0,8.5714,0.0,8.5714,0.0,2026-08-24
29,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,23,21.0,2.0,39,39.0,0.0,8.5714,0.0,8.5714,0.0,2026-08-24
