rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2335,2294.0,41.0,0.017873,142,139.0,3.0,6369,6198.0,171.0,66.9685,40.0,18.0,8.9685,2026-08-31
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,53,46.0,7.0,0.152174,23,21.0,2.0,4614,4042.0,572.0,48.8293,6.8293,12.0,30.0,2026-08-31
3,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,191,180.0,11.0,0.061111,4,4.0,0.0,19824,19371.0,453.0,34.4904,10.7317,0.0,23.7587,2026-08-31
4,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,133,127.0,6.0,0.047244,38,34.0,4.0,68,50.0,18.0,30.7977,5.8537,24.0,0.9441,2026-08-31
5,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,51,52.0,0.0,0.0,126,121.0,5.0,410,409.0,1.0,30.0524,0.0,30.0,0.0524,2026-08-31
6,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,195,193.0,2.0,0.010363,117,113.0,4.0,4974,4940.0,34.0,27.7344,1.9512,24.0,1.7832,2026-08-31
7,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,246,227.0,19.0,0.0837,50,49.0,1.0,274,253.0,21.0,25.638,18.5366,6.0,1.1014,2026-08-31
8,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,25,21.0,4.0,39,39.0,0.0,24.0,0.0,24.0,0.0,2026-08-31
9,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,304,297.0,7.0,0.023569,41,39.0,2.0,9768,9717.0,51.0,21.5041,6.8293,12.0,2.6748,2026-08-31
10,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,326,324.0,2.0,0.006173,778,775.0,3.0,1705,1689.0,16.0,20.7904,1.9512,18.0,0.8392,2026-08-31
11,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,605,584.0,21.0,0.035959,6,6.0,0.0,2,2.0,0.0,20.4878,20.4878,0.0,0.0,2026-08-31
12,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,59,53.0,6.0,0.113208,1,1.0,0.0,1498,1236.0,262.0,19.5949,5.8537,0.0,13.7413,2026-08-31
13,typeonce-dev,Typeonce,https://github.com/typeonce-dev,Organization,N/D,Italy,False,103,101.0,2.0,0.019802,15,14.0,1.0,907,686.0,221.0,19.5421,1.9512,6.0,11.5909,2026-08-31
14,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,46.0,1.0,0.021739,103,100.0,3.0,279,272.0,7.0,19.3427,0.9756,18.0,0.3671,2026-08-31
15,sisinflab,Information Systems Lab @ Polytechnic University of Bari,https://github.com/sisinflab,Organization,N/D,"Bari, Italy",False,45,44.0,1.0,0.022727,148,145.0,3.0,1093,1088.0,5.0,19.2378,0.9756,18.0,0.2622,2026-08-31
16,eml-eda,"Efficient ML @ EDA Group, Politecnico di Torino",https://github.com/eml-eda,Organization,N/D,Italy,False,40,40.0,0.0,0.0,59,56.0,3.0,263,261.0,2.0,18.1049,0.0,18.0,0.1049,2026-08-31
17,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,224,215.0,9.0,0.04186,77,76.0,1.0,1744,1685.0,59.0,17.8749,8.7805,6.0,3.0944,2026-08-31
18,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,94,92.0,2.0,0.021739,22,21.0,1.0,5737,5583.0,154.0,16.0281,1.9512,6.0,8.0769,2026-08-31
19,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,82,73.0,9.0,0.123288,3,3.0,0.0,2851,2739.0,112.0,14.6546,8.7805,0.0,5.8741,2026-08-31
20,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,438,423.0,15.0,0.035461,3,3.0,0.0,89,89.0,0.0,14.6341,14.6341,0.0,0.0,2026-08-31
