rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2335,2295.0,40.0,0.017429,142,139.0,3.0,6366,6196.0,170.0,72.741,40.0,22.5,10.241,2026-08-30
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,53,45.0,8.0,0.177778,23,21.0,2.0,4525,4027.0,498.0,53.0,8.0,15.0,30.0,2026-08-30
3,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,190,180.0,10.0,0.055556,4,4.0,0.0,19815,19344.0,471.0,38.3735,10.0,0.0,28.3735,2026-08-30
4,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,133,127.0,6.0,0.047244,38,34.0,4.0,68,49.0,19.0,37.1446,6.0,30.0,1.1446,2026-08-30
5,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,195,193.0,2.0,0.010363,117,113.0,4.0,4966,4937.0,29.0,33.747,2.0,30.0,1.747,2026-08-30
6,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,51,52.0,0.0,0.0,125,121.0,4.0,410,409.0,1.0,30.0602,0.0,30.0,0.0602,2026-08-30
7,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,25,21.0,4.0,39,39.0,0.0,30.0,0.0,30.0,0.0,2026-08-30
8,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,246,226.0,20.0,0.088496,50,49.0,1.0,274,252.0,22.0,28.8253,20.0,7.5,1.3253,2026-08-30
9,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,605,579.0,26.0,0.044905,6,6.0,0.0,2,2.0,0.0,26.0,26.0,0.0,0.0,2026-08-30
10,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,326,324.0,2.0,0.006173,778,775.0,3.0,1705,1689.0,16.0,25.4639,2.0,22.5,0.9639,2026-08-30
11,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,303,297.0,6.0,0.020202,41,39.0,2.0,9766,9714.0,52.0,24.1325,6.0,15.0,3.1325,2026-08-30
12,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,46.0,1.0,0.021739,103,100.0,3.0,279,272.0,7.0,23.9217,1.0,22.5,0.4217,2026-08-30
13,sisinflab,Information Systems Lab @ Polytechnic University of Bari,https://github.com/sisinflab,Organization,N/D,"Bari, Italy",False,45,44.0,1.0,0.022727,148,145.0,3.0,1093,1088.0,5.0,23.8012,1.0,22.5,0.3012,2026-08-30
14,typeonce-dev,Typeonce,https://github.com/typeonce-dev,Organization,N/D,Italy,False,103,101.0,2.0,0.019802,15,14.0,1.0,901,677.0,224.0,22.994,2.0,7.5,13.494,2026-08-30
15,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,58,51.0,7.0,0.137255,1,1.0,0.0,1494,1231.0,263.0,22.8434,7.0,0.0,15.8434,2026-08-30
16,eml-eda,"Efficient ML @ EDA Group, Politecnico di Torino",https://github.com/eml-eda,Organization,N/D,Italy,False,40,40.0,0.0,0.0,59,56.0,3.0,263,261.0,2.0,22.6205,0.0,22.5,0.1205,2026-08-30
17,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,224,213.0,11.0,0.051643,77,76.0,1.0,1742,1682.0,60.0,22.1145,11.0,7.5,3.6145,2026-08-30
18,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,94,92.0,2.0,0.021739,22,21.0,1.0,5735,5580.0,155.0,18.8373,2.0,7.5,9.3373,2026-08-30
19,INGV,Istituto Nazionale di Geofisica e Vulcanologia,https://github.com/INGV,Organization,N/D,"Via di Vigna Murata 605 - 00143, Rome, Italy",False,72,70.0,2.0,0.028571,79,77.0,2.0,147,145.0,2.0,17.1205,2.0,15.0,0.1205,2026-08-30
20,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,82,73.0,9.0,0.123288,3,3.0,0.0,2846,2735.0,111.0,15.6867,9.0,0.0,6.6867,2026-08-30
