rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,NON-OS,NØNOS,https://github.com/NON-OS,Organization,N/D,Italy,False,231,42.0,189.0,4.5,22,17.0,5.0,351,104.0,247.0,57.0101,40.0,8.3333,8.6768,2026-09-23
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,60,51.0,9.0,0.176471,25,23.0,2.0,5102,4248.0,854.0,35.2381,1.9048,3.3333,30.0,2026-09-23
3,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,44,43.0,1.0,0.023256,41,23.0,18.0,43,39.0,4.0,30.3522,0.2116,30.0,0.1405,2026-09-23
4,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2356,2324.0,32.0,0.013769,153,142.0,11.0,6484,6341.0,143.0,30.1292,6.7725,18.3333,5.0234,2026-09-23
5,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,96,94.0,2.0,0.021277,25,21.0,4.0,5866,5700.0,166.0,12.9213,0.4233,6.6667,5.8314,2026-09-23
6,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,195,189.0,6.0,0.031746,4,4.0,0.0,20054,19745.0,309.0,12.1246,1.2698,0.0,10.8548,2026-09-23
7,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,48,47.0,1.0,0.021277,107,101.0,6.0,283,278.0,5.0,10.3873,0.2116,10.0,0.1756,2026-09-23
8,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,136,131.0,5.0,0.038168,42,37.0,5.0,78,57.0,21.0,10.1292,1.0582,8.3333,0.7377,2026-09-23
9,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,330,326.0,4.0,0.01227,782,777.0,5.0,1715,1702.0,13.0,9.6366,0.8466,8.3333,0.4567,2026-09-23
10,polimi-ispl,Image and Sound Processing Lab,https://github.com/polimi-ispl,Organization,N/D,"Milan, Italy",False,97,97.0,0.0,0.0,76,71.0,5.0,922,906.0,16.0,8.8954,0.0,8.3333,0.5621,2026-09-23
11,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,869,828.0,41.0,0.049517,5,5.0,0.0,21,20.0,1.0,8.7124,8.6772,0.0,0.0351,2026-09-23
12,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,51,51.0,0.0,0.0,128,123.0,5.0,413,410.0,3.0,8.4387,0.0,8.3333,0.1054,2026-09-23
13,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,305,303.0,2.0,0.006601,43,40.0,3.0,9820,9755.0,65.0,7.7067,0.4233,5.0,2.2834,2026-09-23
14,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1932,1917.0,15.0,0.007825,434,432.0,2.0,6773,6739.0,34.0,7.7023,3.1746,3.3333,1.1944,2026-09-23
15,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,237,223.0,14.0,0.06278,77,77.0,0.0,1863,1736.0,127.0,7.4243,2.963,0.0,4.4614,2026-09-23
16,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,199,195.0,4.0,0.020513,118,115.0,3.0,5000,4958.0,42.0,7.322,0.8466,5.0,1.4754,2026-09-23
