rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,202,161.0,41.0,0.254658,38,18.0,20.0,207,82.0,125.0,61.633,30.9434,30.0,0.6896,2026-06-24
2,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,159,124.0,35.0,0.282258,4,4.0,0.0,17000,11562.0,5438.0,56.4151,26.4151,0.0,30.0,2026-06-24
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,537,484.0,53.0,0.109504,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-06-24
4,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2258,2219.0,39.0,0.017575,139,133.0,6.0,5952,5846.0,106.0,39.0187,29.434,9.0,0.5848,2026-06-24
5,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1878,1854.0,24.0,0.012945,430,426.0,4.0,6692,6670.0,22.0,24.2346,18.1132,6.0,0.1214,2026-06-24
6,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,321,315.0,6.0,0.019048,767,755.0,12.0,1671,1662.0,9.0,22.578,4.5283,18.0,0.0497,2026-06-24
7,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,118,96.0,22.0,0.229167,1,1.0,0.0,14732,14339.0,393.0,18.7719,16.6038,0.0,2.1681,2026-06-24
8,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,668,648.0,20.0,0.030864,33,33.0,0.0,1746,1685.0,61.0,15.4309,15.0943,0.0,0.3365,2026-06-24
9,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,207,191.0,16.0,0.08377,62,61.0,1.0,1562,1470.0,92.0,14.083,12.0755,1.5,0.5075,2026-06-24
10,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,104,89.0,15.0,0.168539,13,13.0,0.0,101,113.0,0.0,11.3208,11.3208,0.0,0.0,2026-06-24
