rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,208,163.0,45.0,0.276074,39,18.0,21.0,208,83.0,125.0,70.663,40.0,30.0,0.663,2026-06-29
2,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,160,126.0,34.0,0.269841,4,4.0,0.0,17394,11738.0,5656.0,60.2222,30.2222,0.0,30.0,2026-06-29
3,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2266,2223.0,43.0,0.019343,139,135.0,4.0,5970,5858.0,112.0,44.5306,38.2222,5.7143,0.5941,2026-06-29
4,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,537,501.0,36.0,0.071856,6,6.0,0.0,1,1.0,0.0,32.0,32.0,0.0,0.0,2026-06-29
5,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,120,100.0,20.0,0.2,1,1.0,0.0,14754,14369.0,385.0,19.8199,17.7778,0.0,2.0421,2026-06-29
6,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,321,315.0,6.0,0.019048,768,758.0,10.0,1672,1666.0,6.0,19.6509,5.3333,14.2857,0.0318,2026-06-29
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1880,1864.0,16.0,0.008584,430,427.0,3.0,6698,6675.0,23.0,18.6299,14.2222,4.2857,0.122,2026-06-29
8,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,668,652.0,16.0,0.02454,33,33.0,0.0,1753,1693.0,60.0,14.5405,14.2222,0.0,0.3182,2026-06-29
9,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,806,791.0,15.0,0.018963,5,5.0,0.0,20,20.0,0.0,13.3333,13.3333,0.0,0.0,2026-06-29
10,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,207,196.0,11.0,0.056122,63,61.0,2.0,1570,1486.0,84.0,13.0805,9.7778,2.8571,0.4455,2026-06-29
11,teamdigitale,Team Digitale,https://github.com/teamdigitale,Organization,PA,"Rome, Italy",True,148,142.0,6.0,0.042254,154,150.0,4.0,335,329.0,6.0,11.0794,5.3333,5.7143,0.0318,2026-06-29
12,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,128,120.0,8.0,0.066667,139,137.0,2.0,778,731.0,47.0,10.2175,7.1111,2.8571,0.2493,2026-06-29
13,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,411,400.0,11.0,0.0275,3,3.0,0.0,82,82.0,0.0,9.7778,9.7778,0.0,0.0,2026-06-29
14,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,189,184.0,5.0,0.027174,114,111.0,3.0,4925,4871.0,54.0,9.0166,4.4444,4.2857,0.2864,2026-06-29
15,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,429,419.0,10.0,0.023866,30,41.0,0.0,836,1617.0,0.0,8.8889,8.8889,0.0,0.0,2026-06-29
16,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,63,58.0,5.0,0.086207,21,18.0,3.0,210,202.0,8.0,8.7726,4.4444,4.2857,0.0424,2026-06-29
17,sapienzastudentsnetwork,Sapienza Students Network,https://github.com/sapienzastudentsnetwork,Organization,N/D,Italy,False,317,308.0,9.0,0.029221,30,30.0,0.0,390,377.0,13.0,8.069,8.0,0.0,0.069,2026-06-29
18,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,123,116.0,7.0,0.060345,34,33.0,1.0,58,37.0,21.0,7.7622,6.2222,1.4286,0.1114,2026-06-29
19,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,40.0,3.0,0.075,18,15.0,3.0,35,29.0,6.0,6.9842,2.6667,4.2857,0.0318,2026-06-29
20,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,94,88.0,6.0,0.068182,63,62.0,1.0,3067,3027.0,40.0,6.9741,5.3333,1.4286,0.2122,2026-06-29
21,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,104,98.0,6.0,0.061224,13,12.0,1.0,101,96.0,5.0,6.7884,5.3333,1.4286,0.0265,2026-06-29
