rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2353,2318.0,35.0,0.015099,152,140.0,12.0,6457,6316.0,141.0,71.5635,38.8889,27.6923,4.9823,2026-09-20
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,60,51.0,9.0,0.176471,24,23.0,1.0,5063,4214.0,849.0,42.3077,10.0,2.3077,30.0,2026-09-20
3,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,863,827.0,36.0,0.043531,5,5.0,0.0,21,20.0,1.0,40.0353,40.0,0.0,0.0353,2026-09-20
4,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,44,43.0,1.0,0.023256,35,22.0,13.0,42,39.0,3.0,31.2171,1.1111,30.0,0.106,2026-09-20
5,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,627,601.0,26.0,0.043261,6,6.0,0.0,2,2.0,0.0,28.8889,28.8889,0.0,0.0,2026-09-20
6,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,455,432.0,23.0,0.053241,3,3.0,0.0,92,87.0,5.0,25.7322,25.5556,0.0,0.1767,2026-09-20
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1931,1913.0,18.0,0.009409,433,432.0,1.0,6773,6739.0,34.0,23.5091,20.0,2.3077,1.2014,2026-09-20
8,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,195,187.0,8.0,0.042781,4,4.0,0.0,20032,19713.0,319.0,20.161,8.8889,0.0,11.2721,2026-09-20
9,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,718,703.0,15.0,0.021337,34,34.0,0.0,1936,1873.0,63.0,18.8928,16.6667,0.0,2.2261,2026-09-20
10,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,235,222.0,13.0,0.058559,77,77.0,0.0,1846,1729.0,117.0,18.5787,14.4444,0.0,4.1343,2026-09-20
11,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,96,93.0,3.0,0.032258,25,21.0,4.0,5852,5691.0,161.0,18.2531,3.3333,9.2308,5.689,2026-09-20
12,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,47.0,0.0,0.0,107,100.0,7.0,281,278.0,3.0,16.2599,0.0,16.1538,0.106,2026-09-20
13,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,136,131.0,5.0,0.038168,41,37.0,4.0,73,57.0,16.0,15.3517,5.5556,9.2308,0.5654,2026-09-20
14,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,330,325.0,5.0,0.015385,781,777.0,4.0,1715,1702.0,13.0,15.2457,5.5556,9.2308,0.4594,2026-09-20
15,mosaico-labs,mosaico,https://github.com/mosaico-labs,Organization,N/D,Italy,False,82,73.0,9.0,0.123288,8,9.0,0.0,1246,1134.0,112.0,13.9576,10.0,0.0,3.9576,2026-09-20
16,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,305,303.0,2.0,0.006601,43,39.0,4.0,9814,9753.0,61.0,13.6085,2.2222,9.2308,2.1555,2026-09-20
17,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,64,58.0,6.0,0.103448,1,1.0,0.0,1609,1433.0,176.0,12.8857,6.6667,0.0,6.2191,2026-09-20
18,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,199,195.0,4.0,0.020513,118,115.0,3.0,4995,4955.0,40.0,12.7809,4.4444,6.9231,1.4134,2026-09-20
19,polimi-ispl,Image and Sound Processing Lab,https://github.com/polimi-ispl,Organization,N/D,"Milan, Italy",False,97,97.0,0.0,0.0,76,71.0,5.0,921,906.0,15.0,12.0685,0.0,11.5385,0.53,2026-09-20
20,NON-OS,NØNOS,https://github.com/NON-OS,Organization,N/D,Italy,False,42,42.0,0.0,0.0,22,17.0,5.0,110,104.0,6.0,11.7505,0.0,11.5385,0.212,2026-09-20
