rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,189,161.0,28.0,0.173913,36,18.0,18.0,180,82.0,98.0,70.7719,37.3333,30.0,3.4386,2026-06-06
2,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,514,484.0,30.0,0.061983,6,6.0,0.0,1,1.0,0.0,40.0,40.0,0.0,0.0,2026-06-06
3,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2241,2219.0,22.0,0.009914,138,133.0,5.0,5899,5846.0,53.0,39.5263,29.3333,8.3333,1.8596,2026-06-06
4,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,130,124.0,6.0,0.048387,4,4.0,0.0,12417,11562.0,855.0,38.0,8.0,0.0,30.0,2026-06-06
5,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,114,96.0,18.0,0.1875,1,1.0,0.0,14612,14339.0,273.0,33.5789,24.0,0.0,9.5789,2026-06-06
6,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1867,1854.0,13.0,0.007012,427,426.0,1.0,6682,6670.0,12.0,19.4211,17.3333,1.6667,0.4211,2026-06-06
7,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,203,191.0,12.0,0.062827,61,61.0,0.0,1526,1470.0,56.0,17.9649,16.0,0.0,1.9649,2026-06-06
8,ZapprTV,Zappr,https://github.com/ZapprTV,Organization,N/D,Italy,False,102,89.0,13.0,0.146067,13,13.0,0.0,98,113.0,0.0,17.3333,17.3333,0.0,0.0,2026-06-06
9,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,318,315.0,3.0,0.009524,760,755.0,5.0,1668,1662.0,6.0,12.5439,4.0,8.3333,0.2105,2026-06-06
10,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,656,648.0,8.0,0.012346,33,33.0,0.0,1695,1685.0,10.0,11.0175,10.6667,0.0,0.3509,2026-06-06
